id,contenido,fecha_publicacion,usuario_id,retweets,replies,likes,quotes
1632692120719859712,"¡Por fin podemos publicar el cartel con los ponentes para el #cybersecTalks! Si estás interesadx en alguna de las temáticas que aparecen no dudes en venir, es totalmente gratuito gracias al patrocinio de @TheBridge_Tech y la colaboración de @epsUPO @pablodeolavide 
(+ info abajo) https://t.co/JF85MDGmXc",2023-03-06 10:38:30,1585726199485140993,3,1,5,1
1632692123412594688,"Las inscripciones se realizarán por Eventbrite. Cualquier duda estamos por MD o al correo info@esoliupo.es
https://t.co/xhVr7VXcF3

@epsUPO @TheBridge_Tech",2023-03-06 10:38:30,1585726199485140993,0,0,0,0
1632746286133702658,"¡Súper contentos de participar! Las temáticas prometen, sin duda 🤩 ¡No te lo pierdas! 

📍Universidad @pablodeolavide Sevilla
🎟Entradas https://t.co/jFvxqPvKTO",2023-03-06 14:13:44,1162694149956603904,1,0,1,0
1632767114380492803,"¡Evento #desarrolloweb en #Sevilla con Diego Freniche Brito, Developer Advocate en @MongoDB!

Cambiamos de ubicación ¡Te esperamos en @espacio_RES!

📅16 marzo
⏰18 h
📍En @espacio_RES 

Entradas 👉https://t.co/MJ21xSfIX0 https://t.co/bYJuYAaZ6N",2023-03-06 15:36:30,1162694149956603904,2,0,4,0
1633154604018876416,"¡Hola #dataholics! La primavera trompetera se siente por las esquinas🌼y para celebrarlo estamos organizando una nueva edición de #Databeers (¡y van 19!):

📅Jueves 23/03 19.00
📍 @sngular #Sevilla 
🍻 by @opensistemas y @TheBridge_Tech 

¡INSCRÍBETE! https://t.co/fK5QNZzE5m",2023-03-07 17:16:14,936539844079218688,3,0,9,2
1633432911776043010,"En @TheBridge_Tech hay cada vez más mujeres que deciden formarse en una profesión digital👩‍💻

¡Pero aún queda mucho camino por recorrer en el sector tech, en especial, en áreas como ciberseguridad, desarrollo web o cloud! 

¡Feliz #DíadelaMujer!💪
#8M #InternationalWomensDay https://t.co/UnQaktcLDi",2023-03-08 11:42:08,1162694149956603904,1,0,3,0
1633512915885072386,"¡Hola #Dataholics! Recuerda que tenemos abierto nuestro formulario de inscripción de ponentes⬇️. ¡Anímate a compartir tu experiencia con los datos! De todo lo demás, nos encargamos con nuestros patrocinadores @opensistemas @sngular @TheBridge_Tech 

https://t.co/JXhQKEZ7pL",2023-03-08 17:00:03,936539844079218688,5,0,9,0
1633836976129576962,¿Sientes el poder del #data? 🧠Apúntate al próximo encuentro de @DatabeerSVQ ¡Nos vemos allí!⬇,2023-03-09 14:27:44,1162694149956603904,1,1,1,0
1633837747692802049,"¿Quieres formarte en ciberseguridad gratis?

Junto a @INCIBE lanzamos #Cyberskills, la formación para personas con #discapacidad impartida por @TheBridge_Tech

🔒Especialidad en #ciberseguridad

📚250h de curso

👩‍💻En remoto

📲Solicita hasta el 3 mayo https://t.co/oQDvbOK1aX https://t.co/4bFHQ2uVla",2023-03-09 14:30:48,1162694149956603904,0,0,4,0
1633857250879209474,@TheBridge_Tech @DatabeerSVQ @Vacolba @andresmacariog interesante.,2023-03-09 15:48:18,1099588676181471233,0,0,1,0
1633880326735790091,"#Dataholic, ¿conoces a nuestros patrocinadores?
@TheBridge_Tech desarrolla programas formativos intensivos y prácticos para dominar las claves de la nueva era tecnológica.
Y se encarga de ayudarnos a abrir las🍻en #Databeers
¡Conócelos!
https://t.co/7TUu1MweE3",2023-03-09 17:20:00,936539844079218688,3,0,4,0
1633882844232839177,"Recuerda que coincidiendo con la llegada de la #primaveratrompetera, celebramos nueva edición de #DatabeerSevilla, y van 19:

📅Jueves 23/03 19.00
📍 @sngular #Sevilla 
🍻 by @opensistemas y @TheBridge_Tech
 
¡INSCRÍBETE! https://t.co/fK5QNZAbUU",2023-03-09 17:30:00,936539844079218688,3,0,4,0
1634139911661006852,"Muchas gracias a @PauMugarra por la organización y la dinamización de #CPSSpain, a @SingularSolving por la confianza depositada y a @TheBridge_Tech por el espacio.

¡Y gracias a todos los asistentes por una participación tan activa! Las reflexiones y debate fueron lo mejor https://t.co/GPUyKsEabd",2023-03-10 10:31:30,259712221,1,2,12,0
1634146661969666051,@ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech Lo mejor: la conversación interior que provocasteis unos y otros. Reivindico cambiar transformación por metamorfosis.,2023-03-10 10:58:19,17287251,0,1,3,0
1634147624138731520,"@Godivaciones @PauMugarra @SingularSolving @TheBridge_Tech Me mola! Pero creo que en los dptos de marketing nos dirán que 'metamorfosis digital' suena demasiado a pokemon, y que no vendería suficientes licencias 🤣 https://t.co/aiL70E398k",2023-03-10 11:02:09,259712221,0,1,0,0
1634156947128700929,@ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech Digitransformación suena a pokemon. Pero voy a buscar algo más sexy.,2023-03-10 11:39:12,17287251,0,1,3,0
1634158559179988992,@ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech Lo tengo @ToniDorta a ver q te parece: Transición Empresarial a Tecnologías Avanzadas: TETA.,2023-03-10 11:45:36,17287251,0,2,5,0
1634173890602622976,@Godivaciones @ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech https://t.co/8SPP4OOhYg,2023-03-10 12:46:31,7154412,0,0,2,0
1634198589697146881,@Godivaciones @PauMugarra @SingularSolving @TheBridge_Tech https://t.co/igFcNMTdIt,2023-03-10 14:24:40,259712221,0,0,0,0
1634464314022064129,"@ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech No fui muy a mi pesar.
(Me gusta la gente que da las gracias)",2023-03-11 08:00:33,1065208287430418432,0,1,2,0
1634608625539842049,"@MISTERINCGNITA1 @PauMugarra @SingularSolving @TheBridge_Tech Tal vez la próxima vez! 🙃
(y lo de dar gracias es fácil: para mí, quien las recibe obtiene un beneficio, pero quien las da obtiene dos: reconoce lo bueno recibido y además ser agradecido está correlacionado con la felicidad; en cierta manera, lo hago más por mí q por el otro 🤣)",2023-03-11 17:34:00,259712221,0,1,2,0
1634672522288349186,"@ToniDorta @PauMugarra @SingularSolving @TheBridge_Tech No suelo yo dejar escapar oportunidades. Y estas reuniones donde brilláis personas extraordinarias son mi vicio favorito.
Yo no estoy a vuestra altura pero sí encantada de asistir y observar.
(Opino exactamente igual en lo de la gratitud)",2023-03-11 21:47:54,1065208287430418432,0,0,1,0
1635292410971574274,"¡El próximo 28 de marzo tendremos a @mlopscommunity en el campus de Madrid! 🦾Aprenderemos mucho sobre #IA de los mejores profesionales del data en @wallapop, @Busuu y Correcto. 

Apúntate ya 👉 https://t.co/Vbl4XY6YSZ https://t.co/jFisn1Q8pG",2023-03-13 14:51:07,1162694149956603904,1,0,5,1
1635293722773700608,"A todos los #MLOps practitioners o simplemente curiosos, @TheBridge_Tech es el anfitrión de la @mlopscommunity en Madrid el próximo 28 de marzo.  Evento libre, plazas limitadas, con @manuelmartingg @mastertilla para hablarnos del oficio ¡desde las trincheras!",2023-03-13 14:56:20,41545659,1,0,2,0
1635332396118851584,"¡Ya huele a primavera #dataholic! Recuerda que el jueves 23 a las 19.00 lo celebramos cervecita en mano, hablando de datos, como más nos gusta:
👩‍💻🍻

Con la colaboración de @opensistemas, @sngular y @TheBridge_Tech 

https://t.co/fK5QNZAbUU",2023-03-13 17:30:00,936539844079218688,2,0,3,0
1635673104897679364,"¡Nuevo taller sobre #ChatGPT! Descubre las posibilidades de una de las tecnologías de #IA más potentes hasta la fecha 💥

📅22 marzo
🕐17 h
💻Online

Apúntate ya 👉https://t.co/fNaEifhQXV

#datascience #bootcamp https://t.co/1wLqcOVh29",2023-03-14 16:03:52,1162694149956603904,1,0,1,0
1635675802640560134,"¿Enemigo o aliado? #ChatGPT ha llegado para revolucionar el marketing digital 🫶 ¡Anímate y descubre con nosotros si ha venido a hacer la guerra a los profesionales del marketing o si podemos usarlo a nuestro favor!

📅29 marzo
🕐17 h
💻Online

Entradas 👉https://t.co/ek0NkgY5UE https://t.co/A4uhnJ752G",2023-03-14 16:14:35,1162694149956603904,1,0,1,0
1635677298581020672,"¿Quieres iniciarte en la #programación? ¡Conéctate al taller de Web Scraping, aprende JavaScript y Node.js mientras encuentras la mejor oferta para viajar en Semana Santa! ✈

📅30 marzo
🕐17 h
💻Online

Entradas 🎟https://t.co/9uS3pCaqYB

#webscraping #bootcamp #fullstack https://t.co/TXt2M1SDfM",2023-03-14 16:20:32,1162694149956603904,1,0,1,0
1635707093419192323,Presentando Agram Project en @TheBridge_Tech de la mano de @BitcoinTuesday_ #Bitcoin https://t.co/gsQV8pNwJM,2023-03-14 18:18:55,1575152712227880960,2,0,3,0
1635802357568253952,"Gran meetup en Madrid de @BitcoinTuesday_

Gracias a @TheBridge_Tech por el espacio, a Victor Gil de @detailorg  por contarnos el proyecto.
Increíble el talento y las cosas que se están haciendo sobre #Bitcoin 
Gracias a todos los que vinieron

Se repite el próximo 12 de abril! https://t.co/2Q6Ud1m5se",2023-03-15 00:37:28,1207228796593745920,0,0,15,1
1636053394287632387,"Ya estamos enfriando cervezas...🍻 y preparando presentaciones👩‍💻 para la nueva edición de #DatabeerSevilla. 

Recuerda, el jueves 23 a las 19.00, en la sede de @sngular.

Con la colaboración de @opensistemas, @sngular y @TheBridge_Tech 

https://t.co/fK5QNZzE5m",2023-03-15 17:15:00,936539844079218688,4,0,6,0
1636306349838462978,@snowded at @TheBridge_Tech @TheCynefinCo #Madrid #Cynefin 🤩 https://t.co/YqWVXtTuw4,2023-03-16 10:00:09,41545659,3,0,6,0
1636306592831266825,At @TheBridge_Tech 🥰,2023-03-16 10:01:07,41545659,2,0,6,0
1636328527837425664,"Si...
👉Estás en busca de inspiración y referentes reales y quieres cotillear las oportunidades que el ecosistema tecnológico tiene para ofrecerte.

¡¡Ven al próximo Reinventadxs!!
📅 30 de marzo
⏰ 18h
📍@milmadrid_

¡Te esperamos! Entradas 🎟 https://t.co/Sv0mcS7Cle https://t.co/xvmpGmXv9P",2023-03-16 11:28:17,1162694149956603904,0,0,0,0
1636333179068993536,"@snowded at @TheBridge_Tech @TheCynefinCo #EstuarineMapping ""What can be changed and what can't be"" https://t.co/wDic0tiAE2",2023-03-16 11:46:46,41545659,2,0,5,0
1636406780703166464,"@snowded at @TheBridge_Tech @TheCynefinCo #EstuarineMapping #Strategy #Change ""Understanding the dispositional state of the system in the present"" https://t.co/t0l3KJlvbc",2023-03-16 16:39:14,41545659,1,0,9,1
1636407294572257282,"❗ Llega la segunda edición de #Reinventadxs 💫, organizado por @my_tech_plan y  @TheBridge_Tech.

El próximo 🗓️ 30 de marzo contaremos con 3 nuevas historias de reinvención hacía una profesión #Digital.

🚩 ¡Apúntate ya! Aforo reducido 👉 https://t.co/4SUBGGdJJY

#MadridTech https://t.co/jxWgYyKQU9",2023-03-16 16:41:16,1488155071053504522,1,0,3,0
1636418703528017945,"¡Presentamos cartelón para #DatabeerSVQ19! Nos vemos el jueves 23 a las 19.00 en la sede de @sngular para celebrar la llegada de la primavera con cervezas y datos🍻👩‍💻 @SVQ_tech, ¡no te lo pierdas!

Con la colaboración de @opensistemas @sngular @TheBridge_Tech https://t.co/aYbq2IpbcI",2023-03-16 17:26:36,936539844079218688,7,0,10,0
1636419888754442242,"Emilio Fuentes, analista en CNMC, nos contará cómo se informan los precios de las gasolineras ⛽️📶
¡No te lo pierdas! #dataholics @SVQ_tech 

📅Jueves 23, 19.00
📍@sngular Sevilla
👇https://t.co/fK5QNZzE5m

Colaboran @opensistemas @sngular @TheBridge_Tech https://t.co/HysCgBSNpa",2023-03-16 17:31:19,936539844079218688,3,0,6,0
1636420575735296000,"Sergio Soto, Software Engineer, nos hablará de gestión de datos en una campaña de recogida de fondos para @andalugeeks👕📶
¡No te lo pierdas! #dataholics @SVQ_tech 

📅Jueves 23, 19.00
📍@sngular Sevilla
👇https://t.co/fK5QNZzE5m

Colaboran @opensistemas @sngular @TheBridge_Tech https://t.co/7XDDpB6s8I",2023-03-16 17:34:03,936539844079218688,5,0,5,0
1636421459831603216,"Pedro Albarracín, Data Scientist, nos hablará de detección de fraude con tarjetas de crédito utilizando datos sintéticos💳📶
¡No te lo pierdas! #dataholics @SVQ_tech 

📅Jueves 23, 19.00
📍@sngular
👇https://t.co/fK5QNZzE5m

Colaboran @opensistemas @sngular @TheBridge_Tech https://t.co/TXmwaRHZZI",2023-03-16 17:37:33,936539844079218688,3,0,7,0
1636422407480066050,"@jrtexeira, co-fundador de @MagmaSevilla, nos hablará de diseño ético de productos digitales 📲📶
¡No te lo pierdas! #dataholics @SVQ_tech 

📅Jueves 23, 19.00
📍@sngular
👇https://t.co/fK5QNZzE5m

Colaboran @opensistemas @sngular @TheBridge_Tech https://t.co/bVpSlmKTOH",2023-03-16 17:41:19,936539844079218688,2,0,3,0
1636439397666045960,"Hoy la magia estaba aquí, con @snowded en Madrid. #strategy #change #complexity gracias a @TheBridge_Tech. Enhorabuena!",2023-03-16 18:48:50,20905187,3,0,11,0
1636716572793266176,"Se te puede olvidar el deadline de tu proyecto, algún ( ) mientras codeas o cambiar la contraseña del wifi, pero jamás felicitar a tu padre 🥳 ¡Buen finde y a recargar 🔋! https://t.co/jaZFJ3zuM5",2023-03-17 13:10:14,1162694149956603904,0,0,0,0
1636774407862353920,"#Dataholic, ¿conoces a nuestros colaboradores?
@TheBridge_Tech
 desarrolla programas formativos intensivos y prácticos para dominar las claves de la nueva era tecnológica.
Y se encarga de ayudarnos a abrir las🍻en #Databeers
¡Conócelos! @SVQ_tech 
https://t.co/7TUu1MweE3",2023-03-17 17:00:03,936539844079218688,1,0,2,0
1637737715113361409,"GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models #recommended
 @justohidalgo @Delachica CC @TheBridge_Tech
https://t.co/xjqpQFaXm9",2023-03-20 08:47:53,41545659,0,1,3,0
1637853306037886978,"Este viernes participamos en el encuentro de Silicon @DrinkaboutSVQ  que organiza @SevillaUP ¡tenemos muchas ganas de este #networking con emprendedores, desarrolladores, publicistas, diseñadores...!

Si estás por Sevilla ¡No te lo pierdas!👇

https://t.co/O1kUKVAVn9",2023-03-20 16:27:12,1162694149956603904,2,0,2,0
1637863879853105187,"📢¡Próximo Open Day en Madrid! 

Conoce cómo es la experiencia de vivir un #bootcamp de la mano de nuestros alumni 🤗

¡Ven con un amigx y tómate algo 🍻 !
📅 28 marzo
⏰ 18h
🏰 Paseo de Recoletos 15, Madrid.

Entradas 🎟 https://t.co/FKHB02bNUp https://t.co/NGg8QIueHw",2023-03-20 17:09:13,1162694149956603904,0,0,0,0
1638212188832759808,"#Dataholics, este jueves #DatabeerSVQ19, con cartelón de ponentes y cervezas frescas🍻👩‍💻. Si te has inscrito y no puedes acudir, libera tu plaza, alguien te lo agradecerá @SVQ_tech 

📅Jueves 23, 19.00
📍@sngular Sevilla

Colaboración de @opensistemas @sngular @TheBridge_Tech",2023-03-21 16:13:16,936539844079218688,5,0,7,0
1638578785963606016,"¡Qué ganas de #DatabeerSVQ19! Ya está aquí a primavera trompetera y celebramos con 🍻 y datos. Recuerda, mañana jueves 23 a las 19.00 en @sngular Sevilla. ¡No te lo pierdas! @SVQ_tech 

Con la colaboración de @opensistemas @sngular @TheBridge_Tech 

https://t.co/fK5QNZAbUU",2023-03-22 16:30:00,936539844079218688,3,0,7,1
1638825295326351360,"¡Lanzamos las Becas 4INDUS Talent 🧑‍💻 para ingenieros del @COIIM! Una buena forma de actualizar conocimientos o especializarse en áreas como #DataScience #Ciberseguridad o #DesarrolloWebFullStack, entre otros. 

Si eres del @COIIM, solicita la tuya 👉https://t.co/hO6buOM1SU https://t.co/NyNDqpKvAp",2023-03-23 08:49:32,1162694149956603904,0,0,1,0
1638830878112489473,"¡Arrancando motores para la próxima edición de #bootcamps en #Valencia! 🚀

¿Estás pensando en dar el salto al sector digital? ¡Te invitamos al Open Day con @EDEM_uni!

📅 4 abril
⏰ 19 h
📍 Campus de EDEM en La Marina de Valencia.

Entradas 🎟 https://t.co/qlBJ8WBsWG https://t.co/yodoZSs6Oy",2023-03-23 09:11:44,1162694149956603904,2,0,4,0
1638948723483975680,"¡Que ya estamos preparando la cervecita fresquita para #DatabeerSVQ19 @SVQ_tech! Y qué buenas ponencias programadas. Nos vemos a las 19.00 en @sngular. Gracias a @opensistemas, @sngular y @TheBridge_Tech por su colaboración. https://t.co/lvrqdxNNJp",2023-03-23 17:00:00,936539844079218688,3,0,3,0
1640259299371884545,"La primera aceleradora de Talento Digital se llama @TheBridge_Tech  y facilitan el acceso a una carrera profesional en el ámbito digital. 🧐Mira sus #bootcamps en el enlace. 

👉 Para impulsar tu carrera.

👉 Para captar talento.

https://t.co/i7FPO45uzf",2023-03-27 07:47:46,2601978874,0,0,1,0
1640373919403110403,"¿Por qué Cloud &amp; DevOps?

☁El perfil especialista en Cloud &amp; DevOps es de los más demandados, un buen complemento para personas que vienen del sector de la informática, ingeniería y desarrollo web.

¡Matricúlate ahora y accede a un precio especial!
Info ➡https://t.co/1RulLxDXfH https://t.co/IB9cn7ufUy",2023-03-27 15:23:13,1162694149956603904,0,0,1,0
1640621997737795584,"La primera aceleradora de Talento Digital se llama @TheBridge_Tech  y facilitan el acceso a una carrera profesional en el ámbito digital. 🧐Mira sus #bootcamps en el enlace. 

👉 Para impulsar tu carrera.

👉 Para captar talento.

https://t.co/i7FPO462oN",2023-03-28 07:49:00,2601978874,0,0,1,0
1640657178745864192,"Un placer participar en #DatabeerSVQ19 que se organizó en las oficinas @sngular  Gracias a @DatabeerSVQ por contar con nosotros y a los ponentes 🍻

¡Nos vemos en la próxima!
#digitaltalent #databeers #datascience https://t.co/VjsYHhFabE",2023-03-28 10:08:48,1162694149956603904,0,0,2,0
1640743327145291777,"El jueves pasado disfrutamos mucho de la edición número 19 de #DatabeerSVQ. Gracias a quienes se atrevieron a compartir su ponencia, a quienes acudieron a escucharlas y a nuestros colaboradores @opensistemas @sngular @TheBridge_Tech

¡Hasta la próxima (que será la 20)! @SVQ_tech",2023-03-28 15:51:07,936539844079218688,2,0,4,0
1640759403455426560,"¡En 5 minutos abrimos las puertas de @sngular para celebrar una nueva edición de #DatabeerSVQ, y ya van 19! Gracias a @opensistemas, @sngular y @TheBridge_Tech por su colaboración. Y a toda la comunidad #dataholic @SVQ_tech por no fallarnos nunca. ¡Empezamos! https://t.co/EJRndyBnxz",2023-03-28 16:55:00,936539844079218688,0,1,2,0
1640762788694962176,@DatabeerSVQ @sngular @opensistemas @TheBridge_Tech @SVQ_tech Mentira!!,2023-03-28 17:08:27,561463549,0,0,0,0
1640984134012006401,"La primera aceleradora de Talento Digital se llama @TheBridge_Tech  y facilitan el acceso a una carrera profesional en el ámbito digital. 🧐Mira sus #bootcamps en el enlace. 

👉 Para impulsar tu carrera.

👉 Para captar talento.

https://t.co/i7FPO45uzf",2023-03-29 07:48:00,2601978874,0,0,0,0
1641088686967214080,"¿Por qué formarse en Diseño de Producto Digital UX/UI?

🤳El perfil especialista en #UXUI es uno de los más demandados. Optimizar recursos y centrarse en las necesidades del usuario/cliente es clave.

¡Matricúlate ahora con un precio especial!
Info ➡https://t.co/lAQlSLWq4B https://t.co/WWBXJDTceF",2023-03-29 14:43:27,1162694149956603904,0,0,0,0
1641425041413017600,"La primera aceleradora de Talento Digital se llama @TheBridge_Tech  y facilitan el acceso a una carrera profesional en el ámbito digital. 🧐Mira sus #bootcamps en el enlace. 

👉 Para impulsar tu carrera.

👉 Para captar talento.

https://t.co/i7FPO462oN",2023-03-30 13:00:00,2601978874,1,0,0,0
1641473677043662850,"📢 Únete a la 2ª edición de #Reinventadxs 💫, organizado por @my_tech_plan y @TheBridge_Tech y conoce las historias de reinvención al sector #Digital de Alexandra Jiménez, Concha Asensio y Moisés Rodríguez. 

¡No te lo pierdas! 🔴 En directo 👉 https://t.co/aCc9D9hDKe https://t.co/8dXa3HxMfY",2023-03-30 16:13:16,1488155071053504522,3,0,2,0
1642101599693598720,"Próximo Meetup de Bitcoin el 11 de abril a las 19:00 en @TheBridge_Tech. Esta vez @dev7ba nos hablará sobre la mempool a fondo! Charla para todo el mundo, sepas o no sobre #Bitcoin @GaboHBeaumont @kilrau @decentralized_b @olya_borderless 

https://t.co/IaGuVi8I2P",2023-04-01 09:48:24,998353386,6,3,16,0
1642864779583709188,"Os compartimos un mini resumen del segundo encuentro de #reinventadxs.

Pronto tendremos nueva fecha para la tercera edición 🔥

No te lo pierdas!

Gracias a @thebridge_tech y el @milmadrid_ por hacerlo posible!

#tech #mytechplan #reinventarse #españa #empleoit #empleo https://t.co/jACoxZpYdg",2023-04-03 12:21:01,4899284631,0,1,3,0
1642875395090309123,"@TheBridge_Tech @milmadrid_ Y si te lo perdiste, puedes verlo aqui: https://t.co/1WZTjtRSJQ 🚀",2023-04-03 13:03:11,4899284631,0,0,0,0
1642900150455500802,"¡No te pierdas el #hackathon de @pablodeolavide! 
Reto ⚔ Ideas innovadoras para alcanzar los Objetivos de Desarrollo Sostenible.
Premios🏆de 800€ y una masterclass de diseño UX/UI a cargo de @TheBridge_Tech🤳

¿Estás en #Sevilla? 
Apúntate👉 https://t.co/EGXnMY9ZV5 https://t.co/o428HUydXq",2023-04-03 14:41:34,1162694149956603904,1,0,3,0
1643141994565312513,"📢  Nuestras empresas asociadas y su personal podrán beneficiarse de un descuento del 20% para la realización de  #formación en #ciberseguridad ofrecido por @TheBridge_Tech

Toda la info:

https://t.co/QiGiyXkih2

#pyme #empresas #madrid https://t.co/7s2x7qf81f",2023-04-04 06:42:34,1407291884901482496,1,0,0,0
